PROTID;GENEID;DEFLINE;NumExp;Total;FREQ;ALL_NUMSPECSTOT;ALL_NUMSPECSUNIQ
NP_009194.2;COPE;coatomer subunit epsilon isoform a [Homo sapiens];24;334;0.069971;42;42
NP_036457.1;MAPRE1;microtubule-associated protein RP/EB family member 1 [Homo sapiens];24;334;0.069971;44;44
NP_056016.1;BOP1;ribosome biogenesis protein BOP1 [Homo sapiens];24;334;0.069971;151;151
NP_056156.2;NCAPH;condensin complex subunit 2 [Homo sapiens];24;334;0.069971;75;75
NP_057191.2;ZFR;zinc finger RNA-binding protein [Homo sapiens];24;334;0.069971;153;153
NP_061955.1;DDX56;probable ATP-dependent RNA helicase DDX56 [Homo sapiens];24;334;0.069971;50;50
NP_062535.2;YLPM1;YLP motif-containing protein 1 [Homo sapiens];24;334;0.069971;95;95
NP_073568.2;NUCKS1;nuclear ubiquitous casein and cyclin-dependent kinases substrate [Homo sapiens];24;334;0.069971;51;51
NP_476516.1;NAA15;N-alpha-acetyltransferase 15, NatA auxiliary subunit [Homo sapiens];24;334;0.069971;46;46
NP_954981.1;CCDC137;coiled-coil domain-containing protein 137 [Homo sapiens];24;334;0.069971;36;36
NP_000009.1;ACADVL;very long-chain specific acyl-CoA dehydrogenase, mitochondrial isoform 1 precursor [Homo sapiens];23;334;0.067055;113;113
NP_000445.1;SOD1;superoxide dismutase [Cu-Zn] [Homo sapiens];23;334;0.067055;51;51
NP_001005242.2;PKP2;plakophilin-2 isoform 2a [Homo sapiens];23;334;0.067055;124;124
NP_001032411.1;USP14;ubiquitin carboxyl-terminal hydrolase 14 isoform b [Homo sapiens];23;334;0.067055;49;49
NP_001035095.1;TCERG1;transcription elongation regulator 1 isoform 2 [Homo sapiens];23;334;0.067055;55;55
NP_001035809.1;ABCE1;ATP-binding cassette sub-family E member 1 [Homo sapiens];23;334;0.067055;74;74
NP_001036041.1;RRBP1;ribosome-binding protein 1 [Homo sapiens];23;334;0.067055;90;83
NP_001091981.1;KIF2A;kinesin-like protein KIF2A isoform 2 [Homo sapiens];23;334;0.067055;50;44
NP_001116429.1;BCKDK;[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial isoform b [Homo sapiens];23;334;0.067055;63;63
NP_001120793.1;CBX5;chromobox protein homolog 5 [Homo sapiens];23;334;0.067055;86;74
NP_001128582.1;DNAJA3;dnaJ homolog subfamily A member 3, mitochondrial isoform 2 [Homo sapiens];23;334;0.067055;47;47
NP_001137259.1;PPHLN1;periphilin-1 isoform 6 [Homo sapiens];23;334;0.067055;47;47
NP_002038.2;GARS;glycyl-tRNA synthetase [Homo sapiens];23;334;0.067055;70;70
NP_002058.2;GNA11;guanine nucleotide-binding protein subunit alpha-11 [Homo sapiens];23;334;0.067055;50;50
NP_002296.1;LGALS1;galectin-1 [Homo sapiens];23;334;0.067055;86;86
NP_003696.2;SLC25A12;calcium-binding mitochondrial carrier protein Aralar1 [Homo sapiens];23;334;0.067055;62;12
NP_003866.1;GMPS;GMP synthase [glutamine-hydrolyzing] [Homo sapiens];23;334;0.067055;114;114
NP_004153.2;RAB5A;ras-related protein Rab-5A [Homo sapiens];23;334;0.067055;40;8
NP_005678.3;FARSB;phenylalanyl-tRNA synthetase beta chain [Homo sapiens];23;334;0.067055;70;70
NP_005723.2;RAD50;DNA repair protein RAD50 [Homo sapiens];23;334;0.067055;214;214
NP_005737.1;NAMPT;nicotinamide phosphoribosyltransferase precursor [Homo sapiens];23;334;0.067055;81;81
NP_006304.1;USP15;ubiquitin carboxyl-terminal hydrolase 15 [Homo sapiens];23;334;0.067055;84;84
NP_006353.2;NXF1;nuclear RNA export factor 1 isoform 1 [Homo sapiens];23;334;0.067055;51;51
NP_006392.1;ANP32B;acidic leucine-rich nuclear phosphoprotein 32 family member B [Homo sapiens];23;334;0.067055;37;19
NP_009135.4;DDX20;probable ATP-dependent RNA helicase DDX20 [Homo sapiens];23;334;0.067055;70;70
NP_036222.3;MACF1;microtubule-actin cross-linking factor 1 isoform a [Homo sapiens];23;334;0.067055;76;18
NP_037364.1;PDCD6;programmed cell death protein 6 [Homo sapiens];23;334;0.067055;110;110
NP_055095.2;DNAJC8;dnaJ homolog subfamily C member 8 [Homo sapiens];23;334;0.067055;52;52
NP_055414.2;MAGED2;melanoma-associated antigen D2 [Homo sapiens];23;334;0.067055;72;59
NP_057213.2;COPS4;COP9 signalosome complex subunit 4 [Homo sapiens];23;334;0.067055;47;47
NP_057225.2;DYNC1LI1;cytoplasmic dynein 1 light intermediate chain 1 [Homo sapiens];23;334;0.067055;38;38
NP_064576.1;MRPS22;28S ribosomal protein S22, mitochondrial [Homo sapiens];23;334;0.067055;61;61
NP_064581.2;XAB2;pre-mRNA-splicing factor SYF1 [Homo sapiens];23;334;0.067055;240;240
NP_071741.2;NCAPG;condensin complex subunit 3 [Homo sapiens];23;334;0.067055;83;83
NP_076425.1;MRPS34;28S ribosomal protein S34, mitochondrial [Homo sapiens];23;334;0.067055;51;51
NP_115570.1;RPF2;ribosome production factor 2 homolog [Homo sapiens];23;334;0.067055;85;85
NP_115784.1;BAZ1B;tyrosine-protein kinase BAZ1B [Homo sapiens];23;334;0.067055;314;314
NP_116249.2;LTV1;protein LTV1 homolog [Homo sapiens];23;334;0.067055;36;36
NP_116558.1;POLR2C;DNA-directed RNA polymerase II subunit RPB3 [Homo sapiens];23;334;0.067055;67;67
NP_149131.1;CALD1;caldesmon isoform 5 [Homo sapiens];23;334;0.067055;176;176
NP_859067.2;CENPV;centromere protein V [Homo sapiens];23;334;0.067055;63;63
NP_940919.1;TBC1D10C;carabin [Homo sapiens];23;334;0.067055;43;43
NP_000687.3;ALDH9A1;4-trimethylaminobutyraldehyde dehydrogenase [Homo sapiens];22;334;0.06414;46;46
NP_001003407.1;ABLIM1;actin-binding LIM protein 1 isoform b [Homo sapiens];22;334;0.06414;83;11
NP_001035754.1;PPAN-P2RY11;PPAN-P2RY11 protein isoform 1 [Homo sapiens];22;334;0.06414;53;53
NP_001073946.1;ODZ3;teneurin-3 [Homo sapiens];22;334;0.06414;64;64
NP_001106849.1;FANCI;Fanconi anemia group I protein isoform 1 [Homo sapiens];22;334;0.06414;45;45
NP_001127867.1;C7orf50;hypothetical protein LOC84310 [Homo sapiens];22;334;0.06414;34;34
NP_001186040.1;MDH1;malate dehydrogenase, cytoplasmic isoform 1 [Homo sapiens];22;334;0.06414;89;89
NP_001191786.1;TCEB1;transcription elongation factor B polypeptide 1 isoform a [Homo sapiens];22;334;0.06414;38;38
NP_001684.2;ATP6V1B2;V-type proton ATPase subunit B, brain isoform [Homo sapiens];22;334;0.06414;44;44
NP_002289.2;LCP1;plastin-2 [Homo sapiens];22;334;0.06414;120;120
NP_002705.2;PPP1R10;serine/threonine-protein phosphatase 1 regulatory subunit 10 [Homo sapiens];22;334;0.06414;428;428
NP_002859.1;RAB5B;ras-related protein Rab-5B [Homo sapiens];22;334;0.06414;43;11
NP_002861.1;RAB13;ras-related protein Rab-13 [Homo sapiens];22;334;0.06414;16;16
NP_003357.2;UQCRC2;cytochrome b-c1 complex subunit 2, mitochondrial precursor [Homo sapiens];22;334;0.06414;99;99
NP_004083.3;ECHS1;enoyl-CoA hydratase, mitochondrial precursor [Homo sapiens];22;334;0.06414;31;31
NP_004228.1;TRIP13;thyroid receptor-interacting protein 13 isoform 1 [Homo sapiens];22;334;0.06414;49;49
NP_004448.2;ACSL3;long-chain-fatty-acid--CoA ligase 3 [Homo sapiens];22;334;0.06414;45;27
NP_004873.3;CIR1;corepressor interacting with RBPJ 1 [Homo sapiens];22;334;0.06414;96;96
NP_005397.1;ROCK1;rho-associated protein kinase 1 [Homo sapiens];22;334;0.06414;49;41
NP_005582.1;MRE11A;double-strand break repair protein MRE11A isoform 1 [Homo sapiens];22;334;0.06414;93;93
NP_005611.1;S100A11;protein S100-A11 [Homo sapiens];22;334;0.06414;46;46
NP_006301.3;NPEPPS;puromycin-sensitive aminopeptidase [Homo sapiens];22;334;0.06414;161;161
NP_006711.3;ABLIM1;actin-binding LIM protein 1 isoform s [Homo sapiens];22;334;0.06414;74;2
NP_056050.1;CSTF2T;cleavage stimulation factor subunit 2 tau variant [Homo sapiens];22;334;0.06414;87;7
NP_056311.2;KIAA1429;protein virilizer homolog isoform 1 [Homo sapiens];22;334;0.06414;101;101
NP_057108.2;RBMX2;RNA-binding motif protein, X-linked 2 [Homo sapiens];22;334;0.06414;60;60
NP_057136.2;RRP15;RRP15-like protein [Homo sapiens];22;334;0.06414;44;44
NP_057283.1;LSM7;U6 snRNA-associated Sm-like protein LSm7 [Homo sapiens];22;334;0.06414;32;32
NP_057736.4;CRNKL1;crooked neck-like protein 1 [Homo sapiens];22;334;0.06414;185;185
NP_060404.3;PHIP;PH-interacting protein [Homo sapiens];22;334;0.06414;207;201
NP_060517.1;RBM22;pre-mRNA-splicing factor RBM22 [Homo sapiens];22;334;0.06414;127;127
NP_112196.3;TRMT1L;TRMT1-like protein isoform 1 [Homo sapiens];22;334;0.06414;52;52
NP_113673.3;GRWD1;glutamate-rich WD repeat-containing protein 1 [Homo sapiens];22;334;0.06414;46;46
NP_115700.1;NTPCR;cancer-related nucleoside-triphosphatase [Homo sapiens];22;334;0.06414;49;49
NP_115766.3;MKI67IP;MKI67 FHA domain-interacting nucleolar phosphoprotein [Homo sapiens];22;334;0.06414;62;62
NP_477352.2;null;phosphatidylinositol 4-kinase alpha isoform 2 [Homo sapiens];22;334;0.06414;43;43
NP_644810.1;WDR36;WD repeat-containing protein 36 [Homo sapiens];22;334;0.06414;144;144
NP_660208.2;SPATA5;spermatogenesis-associated protein 5 [Homo sapiens];22;334;0.06414;21;10
NP_056132.1;PUM2;pumilio homolog 2 [Homo sapiens];22;334;0.06414;32;15
NP_000005.2;A2M;alpha-2-macroglobulin precursor [Homo sapiens];21;334;0.061224;61;32
NP_000280.1;PFKM;6-phosphofructokinase, muscle type isoform 2 [Homo sapiens];21;334;0.061224;45;26
NP_000393.4;G6PD;glucose-6-phosphate 1-dehydrogenase isoform a [Homo sapiens];21;334;0.061224;66;66
NP_001003785.1;ATP5H;ATP synthase subunit d, mitochondrial isoform b [Homo sapiens];21;334;0.061224;28;28
NP_001027553.1;PQBP1;polyglutamine-binding protein 1 isoform 1 [Homo sapiens];21;334;0.061224;59;59
NP_001035784.1;INCENP;inner centromere protein isoform 1 [Homo sapiens];21;334;0.061224;107;107
NP_001138940.1;null;cytospin-A [Homo sapiens];21;334;0.061224;119;119
NP_001139332.1;POP1;ribonucleases P/MRP protein subunit POP1 [Homo sapiens];21;334;0.061224;55;55
NP_001153575.1;ZC3H14;zinc finger CCCH domain-containing protein 14 isoform 5 [Homo sapiens];21;334;0.061224;198;198
NP_001161093.1;ATXN10;ataxin-10 isoform 2 [Homo sapiens];21;334;0.061224;31;31
NP_001166958.1;NKRF;NF-kappa-B-repressing factor isoform 1 [Homo sapiens];21;334;0.061224;111;111
NP_001171597.1;IGLL5;immunoglobulin lambda-like polypeptide 5 [Homo sapiens];21;334;0.061224;83;83
NP_001171725.1;ESYT1;extended synaptotagmin-1 isoform 1 [Homo sapiens];21;334;0.061224;77;77
NP_001171748.1;GNL3L;guanine nucleotide-binding protein-like 3-like protein [Homo sapiens];21;334;0.061224;40;40
NP_001180486.1;ENY2;enhancer of yellow 2 transcription factor homolog isoform 2 [Homo sapiens];21;334;0.061224;45;45
NP_001616.1;AK2;adenylate kinase 2, mitochondrial isoform a [Homo sapiens];21;334;0.061224;48;48
NP_001625.2;AMD1;S-adenosylmethionine decarboxylase proenzyme isoform 1 precursor [Homo sapiens];21;334;0.061224;44;44
NP_001934.2;DSG2;desmoglein-2 preproprotein [Homo sapiens];21;334;0.061224;176;176
NP_002619.1;PFN2;profilin-2 isoform b [Homo sapiens];21;334;0.061224;34;34
NP_002849.1;ABCD3;ATP-binding cassette sub-family D member 3 isoform a [Homo sapiens];21;334;0.061224;67;67
NP_004208.2;AURKB;serine/threonine-protein kinase 12 [Homo sapiens];21;334;0.061224;106;83
NP_004246.2;COX5A;cytochrome c oxidase subunit 5A, mitochondrial precursor [Homo sapiens];21;334;0.061224;20;20
NP_005653.3;VDAC3;voltage-dependent anion-selective channel protein 3 isoform b [Homo sapiens];21;334;0.061224;68;59
NP_005681.2;DNM1L;dynamin-1-like protein isoform 3 [Homo sapiens];21;334;0.061224;67;3
NP_006364.2;VAT1;synaptic vesicle membrane protein VAT-1 homolog [Homo sapiens];21;334;0.061224;45;45
NP_036192.2;DNM1L;dynamin-1-like protein isoform 1 [Homo sapiens];21;334;0.061224;65;1
NP_037468.1;SEC61A1;protein transport protein Sec61 subunit alpha isoform 1 [Homo sapiens];21;334;0.061224;44;44
NP_037473.3;OLA1;obg-like ATPase 1 isoform 1 [Homo sapiens];21;334;0.061224;75;75
NP_055018.2;AP2A1;AP-2 complex subunit alpha-1 isoform 1 [Homo sapiens];21;334;0.061224;57;35
NP_055186.2;AKAP8L;A-kinase anchor protein 8-like [Homo sapiens];21;334;0.061224;38;38
NP_056005.1;DNAJC9;dnaJ homolog subfamily C member 9 [Homo sapiens];21;334;0.061224;42;42
NP_057017.1;TMA7;coiled-coil domain-containing protein 72 [Homo sapiens];21;334;0.061224;78;78
NP_060058.1;WDR5;WD repeat-containing protein 5 [Homo sapiens];21;334;0.061224;32;32
NP_060218.1;CWC25;pre-mRNA-splicing factor CWC25 homolog [Homo sapiens];21;334;0.061224;73;73
NP_060726.3;WDR12;ribosome biogenesis protein WDR12 [Homo sapiens];21;334;0.061224;57;57
NP_061198.2;MYO5C;myosin-Vc [Homo sapiens];21;334;0.061224;49;14
NP_061862.1;RBM27;RNA-binding protein 27 [Homo sapiens];21;334;0.061224;125;116
NP_061903.2;DHX29;ATP-dependent RNA helicase DHX29 [Homo sapiens];21;334;0.061224;45;43
NP_065897.1;SLAIN2;SLAIN motif-containing protein 2 [Homo sapiens];21;334;0.061224;32;32
NP_067000.1;LSM2;U6 snRNA-associated Sm-like protein LSm2 [Homo sapiens];21;334;0.061224;42;42
NP_077315.2;THOC6;THO complex subunit 6 homolog isoform 1 [Homo sapiens];21;334;0.061224;135;135
NP_078822.3;RNF219;RING finger protein 219 [Homo sapiens];21;334;0.061224;109;109
NP_115963.1;DPY30;protein dpy-30 homolog [Homo sapiens];21;334;0.061224;47;47
NP_149124.3;CNP;2_,3_-cyclic-nucleotide 3_-phosphodiesterase [Homo sapiens];21;334;0.061224;38;38
NP_573403.1;ELMO2;engulfment and cell motility protein 2 [Homo sapiens];21;334;0.061224;166;159
NP_653171.1;HN1L;hematological and neurological expressed 1-like protein [Homo sapiens];21;334;0.061224;31;31
NP_722550.1;RTN4;reticulon-4 isoform B [Homo sapiens];21;334;0.061224;40;40
NP_829884.1;ERC1;ELKS/Rab6-interacting/CAST family member 1 isoform epsilon [Homo sapiens];21;334;0.061224;58;58
NP_942599.1;RAB6A;ras-related protein Rab-6A isoform b [Homo sapiens];21;334;0.061224;30;30
NP_000047.1;BCKDHB;2-oxoisovalerate dehydrogenase subunit beta, mitochondrial precursor [Homo sapiens];20;334;0.058309;78;78
NP_000117.1;ETFA;electron transfer flavoprotein subunit alpha, mitochondrial isoform a [Homo sapiens];20;334;0.058309;81;81
NP_001003962.1;CAPNS1;calpain small subunit 1 [Homo sapiens];20;334;0.058309;166;149
NP_001012768.1;ABI1;abl interactor 1 isoform b [Homo sapiens];20;334;0.058309;40;40
NP_001032726.1;BTF3;transcription factor BTF3 isoform A [Homo sapiens];20;334;0.058309;33;4
NP_001070667.1;SREK1;splicing regulatory glutamine/lysine-rich protein 1 isoform a [Homo sapiens];20;334;0.058309;208;208
NP_001136122.1;HNRPLL;heterogeneous nuclear ribonucleoprotein L-like isoform 2 [Homo sapiens];20;334;0.058309;40;13
NP_001173.2;ALDH7A1;alpha-aminoadipic semialdehyde dehydrogenase isoform 1 precursor [Homo sapiens];20;334;0.058309;68;68
NP_001185537.1;MAP7;ensconsin isoform 1 [Homo sapiens];20;334;0.058309;51;51
NP_001185797.1;CAPN1;calpain-1 catalytic subunit isoform a [Homo sapiens];20;334;0.058309;43;43
NP_001185808.1;ATP5J2-PTCD1;ATP5J2-PTCD1 fusion protein [Homo sapiens];20;334;0.058309;35;35
NP_001186778.1;DAP3;28S ribosomal protein S29, mitochondrial isoform 1 [Homo sapiens];20;334;0.058309;52;52
NP_001830.1;CNN3;calponin-3 [Homo sapiens];20;334;0.058309;46;46
NP_002028.1;FYN;tyrosine-protein kinase Fyn isoform a [Homo sapiens];20;334;0.058309;66;66
NP_002215.2;ITPR3;inositol 1,4,5-trisphosphate receptor type 3 [Homo sapiens];20;334;0.058309;57;52
NP_002258.2;KPNA3;importin subunit alpha-3 [Homo sapiens];20;334;0.058309;67;50
NP_002725.1;PRKAR1A;cAMP-dependent protein kinase type I-alpha regulatory subunit [Homo sapiens];20;334;0.058309;42;42
NP_002965.1;SERPINB4;serpin B4 [Homo sapiens];20;334;0.058309;134;35
NP_003674.1;RRP1;ribosomal RNA processing protein 1 homolog A [Homo sapiens];20;334;0.058309;40;40
NP_003681.1;PRKRA;interferon-inducible double stranded RNA-dependent protein kinase activator A isoform 1 [Homo sapiens];20;334;0.058309;57;57
NP_003879.2;ALDH1A2;retinal dehydrogenase 2 isoform 1 [Homo sapiens];20;334;0.058309;49;49
NP_004160.3;SHMT1;serine hydroxymethyltransferase, cytosolic isoform 1 [Homo sapiens];20;334;0.058309;35;35
NP_004847.2;KIF23;kinesin-like protein KIF23 isoform 2 [Homo sapiens];20;334;0.058309;65;65
NP_005349.3;LMO7;LIM domain only protein 7 isoform 1 [Homo sapiens];20;334;0.058309;178;178
NP_005424.1;YES1;tyrosine-protein kinase Yes [Homo sapiens];20;334;0.058309;133;133
NP_005643.1;TERF2;telomeric repeat-binding factor 2 [Homo sapiens];20;334;0.058309;185;185
NP_005722.1;ARPC2;actin-related protein 2/3 complex subunit 2 [Homo sapiens];20;334;0.058309;75;75
NP_005850.1;PURA;transcriptional activator protein Pur-alpha [Homo sapiens];20;334;0.058309;41;41
NP_036243.1;AHSA1;activator of 90 kDa heat shock protein ATPase homolog 1 [Homo sapiens];20;334;0.058309;36;36
NP_037460.2;PYCR2;pyrroline-5-carboxylate reductase 2 [Homo sapiens];20;334;0.058309;39;35
NP_054890.1;CRIPT;cysteine-rich PDZ-binding protein [Homo sapiens];20;334;0.058309;23;23
NP_055520.3;DOCK4;dedicator of cytokinesis protein 4 [Homo sapiens];20;334;0.058309;1265;1265
NP_055681.1;SEC16A;protein transport protein Sec16A [Homo sapiens];20;334;0.058309;41;41
NP_055944.2;SEPT6;septin-6 isoform B [Homo sapiens];20;334;0.058309;36;36
NP_055968.1;PHF3;PHD finger protein 3 [Homo sapiens];20;334;0.058309;79;79
NP_055995.4;SYNE2;nesprin-2 isoform 1 [Homo sapiens];20;334;0.058309;67;66
NP_056018.2;RPRD2;regulation of nuclear pre-mRNA domain-containing protein 2 [Homo sapiens];20;334;0.058309;181;181
NP_056405.2;GPATCH4;G patch domain-containing protein 4 isoform 1 [Homo sapiens];20;334;0.058309;59;59
NP_057141.1;COPZ1;coatomer subunit zeta-1 [Homo sapiens];20;334;0.058309;30;30
NP_057284.1;NAA38;N-alpha-acetyltransferase 38, NatC auxiliary subunit [Homo sapiens];20;334;0.058309;33;33
NP_057396.1;WBP11;WW domain-binding protein 11 [Homo sapiens];20;334;0.058309;153;153
NP_057452.1;ISYNA1;inositol-3-phosphate synthase 1 isoform 1 [Homo sapiens];20;334;0.058309;47;47
NP_060282.1;CHCHD3;coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial precursor [Homo sapiens];20;334;0.058309;86;86
NP_060297.1;SARS2;seryl-tRNA synthetase, mitochondrial isoform b precursor [Homo sapiens];20;334;0.058309;28;28
NP_060542.4;HEATR1;HEAT repeat-containing protein 1 [Homo sapiens];20;334;0.058309;121;121
NP_061156.1;CMAS;N-acylneuraminate cytidylyltransferase [Homo sapiens];20;334;0.058309;27;27
NP_061848.2;TERF2IP;telomeric repeat-binding factor 2-interacting protein 1 [Homo sapiens];20;334;0.058309;149;149
NP_073591.2;SFXN1;sideroflexin-1 [Homo sapiens];20;334;0.058309;91;87
NP_073739.3;YTHDC2;probable ATP-dependent RNA helicase YTHDC2 [Homo sapiens];20;334;0.058309;46;46
NP_075068.2;NOL6;nucleolar protein 6 alpha isoform [Homo sapiens];20;334;0.058309;106;106
NP_542408.1;DYNLL2;dynein light chain 2, cytoplasmic [Homo sapiens];20;334;0.058309;32;5
NP_919307.1;RPS19BP1;active regulator of SIRT1 [Homo sapiens];20;334;0.058309;23;23
NP_940888.2;RPL7L1;60S ribosomal protein L7-like 1 [Homo sapiens];20;334;0.058309;63;63
NP_054902.1;DYNLRB1;dynein light chain roadblock-type 1 [Homo sapiens];20;334;0.058309;24;24
NP_000179.2;HK1;hexokinase-1 isoform HKI [Homo sapiens];19;334;0.055394;78;73
NP_000248.2;MYH7;myosin-7 [Homo sapiens];19;334;0.055394;133;122
NP_001001414.1;NCCRP1;non-specific cytotoxic cell receptor protein 1 homolog [Homo sapiens];19;334;0.055394;28;28
NP_001002032.1;HN1;hematological and neurological expressed 1 protein isoform 2 [Homo sapiens];19;334;0.055394;23;23
NP_001014831.1;PAK4;serine/threonine-protein kinase PAK 4 isoform 1 [Homo sapiens];19;334;0.055394;33;33
NP_001026884.3;INF2;inverted formin-2 isoform 2 [Homo sapiens];19;334;0.055394;29;29
NP_001026902.1;YTHDC1;YTH domain-containing protein 1 isoform 1 [Homo sapiens];19;334;0.055394;299;299
NP_001070674.1;SEC31A;protein transport protein Sec31A isoform 4 [Homo sapiens];19;334;0.055394;64;64
NP_001106207.1;FAM208A;retinoblastoma-associated protein 140 isoform a [Homo sapiens];19;334;0.055394;82;82
NP_001119575.1;RACGAP1;rac GTPase-activating protein 1 [Homo sapiens];19;334;0.055394;50;50
NP_001123514.1;CRYZ;quinone oxidoreductase isoform a [Homo sapiens];19;334;0.055394;25;25
NP_001139021.1;TXNDC5;thioredoxin domain-containing protein 5 isoform 3 [Homo sapiens];19;334;0.055394;38;38
NP_001155056.1;TEX10;testis-expressed sequence 10 protein isoform 2 [Homo sapiens];19;334;0.055394;77;77
NP_001159968.1;SLC16A1;monocarboxylate transporter 1 [Homo sapiens];19;334;0.055394;36;36
